Date_Key;Animal_Key;Activity_Type_Key;Quantity_Consumed_Kg;Quantity_Prey_Units;Success_Flag;Prey_Species_Hunted;Location_Key
20260217;209;2;16.02;2;1;Roe Deer Fawn;3
20260218;201;1;1.29;0;1;Rabbit;10
20260218;202;3;16.26;0;1;Lichen;10
20260218;203;3;2.15;1;1;Clover;10
20260218;204;1;2.94;2;0;Grouse;10
20260218;205;2;0.72;3;1;Earthworm;10
20260218;206;3;1.06;5;1;Clover;10
20260218;207;3;3.01;5;1;Herbs;10
20260218;208;4;0.48;4;1;Fish;10
20260218;209;2;26.28;1;1;Roe Deer Fawn;10
20260219;201;1;1.43;0;1;Hare;5
20260219;202;3;11.97;2;1;Moss;5
20260219;203;3;5.51;1;1;Berries;5
20260219;204;1;3.2;0;1;Chamois Kid;5
20260219;205;2;1.37;1;1;Rabbit;5
20260219;206;3;0.4;2;1;Clover;5
20260219;207;3;6.78;0;1;Clover;5
20260219;208;4;0.86;1;0;Ptarmigan;5
20260219;209;2;10;2;1;Honey;5
20260220;201;1;1.43;2;1;Hare;7
20260220;202;3;19.09;2;1;Alpine Grass;7
20260220;203;3;5.13;5;1;Grass;7
20260220;204;1;3.48;1;1;Hare;7
20260220;205;2;1.22;1;0;Rabbit;7
20260220;206;3;0.75;1;0;Roots;7
20260220;207;3;8.98;4;1;Herbs;7
20260220;208;4;0.16;1;0;Hare;7
20260220;209;2;12.04;3;0;Roe Deer Fawn;7
20260221;201;1;1.71;3;0;Grouse;10
20260221;202;3;8.91;5;0;Bark;10
20260221;203;3;1.88;1;0;Grass;10
20260221;204;1;1.19;3;0;Marmot;10
20260221;205;2;0.3;1;0;Earthworm;10
20260221;206;3;0.97;0;1;Alpine Grass;10
20260221;207;3;10.35;0;0;Moss;10
20260221;208;4;0.23;5;1;Marmot;10
20260221;209;2;29.81;2;1;Roots;10
20260222;201;1;1.67;1;1;Vole;1
20260222;202;3;5.64;3;1;Clover;1
20260222;203;3;6.25;0;1;Clover;1
20260222;204;1;3.7;1;1;Grouse;1
20260222;205;2;1.83;2;1;Rabbit;1
20260222;206;3;0.17;0;0;Dandelion;1
20260222;207;3;7.58;4;0;Clover;1
20260222;208;4;0.98;1;1;Grouse;1
20260222;209;2;13.97;4;1;Roe Deer Fawn;1
20260223;201;1;0.34;3;1;Rabbit;9
20260223;202;3;18.66;0;0;Moss;9
20260223;203;3;5.68;2;1;Berries;9
20260223;204;1;1.76;0;0;Chamois Kid;9
20260223;205;2;0.55;5;1;Beetle;9
20260223;206;3;1.31;3;0;Dandelion;9
20260223;207;3;5.67;2;1;Lichen;9
20260223;208;4;0.9;4;1;Grouse;9
20260223;209;2;16.17;0;1;Roots;9
20260224;201;1;0.64;2;1;Grouse;1
20260224;202;3;20.7;5;0;Lichen;1
20260224;203;3;5.81;4;0;Berries;1
20260224;204;1;2.25;0;1;Grouse;1
20260224;205;2;1.56;5;1;Beetle;1
20260224;206;3;0.14;0;0;Dandelion;1
20260224;207;3;9.04;5;1;Lichen;1
20260224;208;4;0.92;0;0;Marmot;1
20260224;209;2;13.79;2;0;Honey;1
20260225;201;1;0.86;0;1;Grouse;7
20260225;202;3;5.68;3;1;Clover;7
20260225;203;3;7.95;3;1;Grass;7
20260225;204;1;4.83;4;0;Hare;7
20260225;205;2;1.01;0;0;Earthworm;7
20260225;206;3;0.56;1;1;Roots;7
20260225;207;3;10.22;3;1;Moss;7
20260225;208;4;0.97;0;1;Marmot;7
20260225;209;2;8.96;0;1;Roe Deer Fawn;7
20260226;201;1;1.06;5;1;Hare;8
20260226;202;3;10.37;4;0;Lichen;8
20260226;203;3;3.24;5;1;Clover;8
20260226;204;1;4.11;5;1;Grouse;8
20260226;205;2;1.19;2;1;Earthworm;8
20260226;206;3;1.16;1;1;Alpine Grass;8
20260226;207;3;11.64;2;1;Moss;8
20260226;208;4;0.46;0;1;Marmot;8
20260226;209;2;7.51;3;0;Berries;8
20260227;201;1;0.93;0;1;Hare;6
20260227;202;3;15.32;3;1;Alpine Grass;6
20260227;203;3;4.46;1;0;Berries;6
20260227;204;1;1.57;3;1;Hare;6
20260227;205;2;1.58;0;0;Rabbit;6
20260227;206;3;0.62;4;1;Seeds;6
20260227;207;3;8.88;0;0;Alpine Grass;6
20260227;208;4;0.32;0;0;Fish;6
20260227;209;2;13.77;2;0;Fish;6
20260228;201;1;1.39;1;1;Grouse;4
20260228;202;3;5.1;3;0;Moss;4
20260228;203;3;1.66;1;1;Clover;4
20260228;204;1;3.69;1;1;Grouse;4
20260228;205;2;1.13;1;1;Earthworm;4
20260228;206;3;1.24;0;1;Clover;4
20260228;207;3;6.81;5;1;Alpine Grass;4
20260228;208;4;0.46;1;1;Hare;4
20260228;209;2;17.7;0;0;Roe Deer Fawn;4
20260301;201;1;1.5;2;0;Hare;6
20260301;202;3;6.77;3;1;Moss;6
20260301;203;3;2.37;3;1;Berries;6
20260301;204;1;4.5;4;0;Marmot;6
20260301;205;2;0.43;3;1;Berries;6
20260301;206;3;0.52;3;0;Alpine Grass;6
20260301;207;3;4.43;1;1;Lichen;6
20260301;208;4;0.2;3;1;Marmot;6
20260301;209;2;24.52;2;1;Roe Deer Fawn;6
20260302;201;1;1.28;4;1;Hare;3
20260302;202;3;16.85;1;0;Moss;3
20260302;203;3;4.45;3;1;Berries;3
20260302;204;1;3.29;2;1;Marmot;3
20260302;205;2;0.33;1;0;Beetle;3
20260302;206;3;0.36;3;1;Roots;3
20260302;207;3;4.89;3;1;Alpine Grass;3
20260302;208;4;0.7;4;1;Fish;3
20260302;209;2;14.79;3;1;Roe Deer Fawn;3
20260303;201;1;2.41;4;0;Grouse;2
20260303;202;3;13.63;4;1;Clover;2
20260303;203;3;1.67;3;0;Mushroom;2
20260303;204;1;2.12;4;0;Grouse;2
20260303;205;2;1.3;0;1;Acorns;2
20260303;206;3;0.83;3;1;Seeds;2
20260303;207;3;5.13;0;1;Alpine Grass;2
20260303;208;4;0.6;0;1;Grouse;2
20260303;209;2;23.38;3;0;Honey;2
20260304;201;1;1.04;4;1;Vole;8
20260304;202;3;14.72;1;0;Lichen;8
20260304;203;3;2.03;2;0;Grass;8
20260304;204;1;4.63;4;1;Marmot;8
20260304;205;2;1.82;3;1;Berries;8
20260304;206;3;0.9;3;1;Alpine Grass;8
20260304;207;3;9.73;4;1;Lichen;8
20260304;208;4;0.49;1;1;Ptarmigan;8
20260304;209;2;20.38;0;0;Fish;8
20260305;201;1;2.34;0;1;Grouse;1
20260305;202;3;8.03;0;1;Lichen;1
20260305;203;3;5.96;3;0;Berries;1
20260305;204;1;4.61;4;0;Marmot;1
20260305;205;2;1.61;1;1;Beetle;1
20260305;206;3;1.23;1;1;Clover;1
20260305;207;3;7.94;0;1;Moss;1
20260305;208;4;0.54;4;1;Ptarmigan;1
20260305;209;2;12.12;4;1;Honey;1
20260306;201;1;2.22;2;1;Hare;1
20260306;202;3;14.41;0;0;Lichen;1
20260306;203;3;2.12;3;1;Berries;1
20260306;204;1;4.52;4;1;Hare;1
20260306;205;2;1.89;1;1;Beetle;1
20260306;206;3;0.24;1;0;Clover;1
20260306;207;3;10.73;0;1;Herbs;1
20260306;208;4;0.85;0;0;Fish;1
20260306;209;2;17.58;4;1;Roe Deer Fawn;1
20260307;201;1;1.48;2;0;Rabbit;3
20260307;202;3;19.05;2;1;Lichen;3
20260307;203;3;2.88;3;1;Mushroom;3
20260307;204;1;4.66;2;1;Chamois Kid;3
20260307;205;2;0.57;5;1;Beetle;3
20260307;206;3;0.37;5;1;Alpine Grass;3
20260307;207;3;5.39;4;1;Clover;3
20260307;208;4;0.58;0;0;Fish;3
20260307;209;2;8;2;1;Roe Deer Fawn;3
20260308;201;1;2.14;2;1;Rabbit;5
20260308;202;3;21.6;3;1;Alpine Grass;5
20260308;203;3;1.91;5;1;Acorns;5
20260308;204;1;3.2;1;1;Chamois Kid;5
20260308;205;2;1.03;0;1;Acorns;5
20260308;206;3;0.23;1;1;Dandelion;5
20260308;207;3;4.5;5;0;Lichen;5
20260308;208;4;0.98;4;1;Fish;5
20260308;209;2;20.48;5;1;Honey;5
20260309;201;1;2.09;2;0;Grouse;7
20260309;202;3;5.91;1;1;Alpine Grass;7
20260309;203;3;6.38;5;1;Berries;7
20260309;204;1;3.24;3;1;Grouse;7
20260309;205;2;1.92;2;1;Rabbit;7
20260309;206;3;0.59;2;1;Dandelion;7
20260309;207;3;3.5;0;1;Clover;7
20260309;208;4;0.89;0;1;Fish;7
20260309;209;2;10.19;4;1;Roots;7
20260310;201;1;0.35;0;0;Vole;4
20260310;202;3;13.04;2;1;Lichen;4
20260310;203;3;7.72;2;0;Clover;4
20260310;204;1;1.54;3;1;Marmot;4
20260310;205;2;0.4;1;1;Rabbit;4
20260310;206;3;1.22;5;1;Roots;4
20260310;207;3;6.86;1;1;Clover;4
20260310;208;4;0.84;1;1;Marmot;4
20260310;209;2;22.72;2;1;Fish;4
20260311;201;1;0.91;5;1;Grouse;6
20260311;202;3;6.61;0;1;Clover;6
20260311;203;3;2.9;4;0;Grass;6
20260311;204;1;1.57;0;1;Roe Deer Fawn;6
20260311;205;2;0.54;3;0;Earthworm;6
20260311;206;3;0.39;4;0;Seeds;6
20260311;207;3;9.16;3;1;Lichen;6
20260311;208;4;0.14;2;1;Grouse;6
20260311;209;2;8.8;1;1;Fish;6
20260312;201;1;1.46;4;1;Mouse;6
20260312;202;3;15.96;1;1;Clover;6
20260312;203;3;1.72;4;0;Berries;6
20260312;204;1;4.26;3;1;Marmot;6
20260312;205;2;0.62;1;1;Berries;6
20260312;206;3;0.48;1;1;Clover;6
20260312;207;3;4.1;1;1;Alpine Grass;6
20260312;208;4;0.65;0;1;Hare;6
20260312;209;2;29.25;4;1;Roots;6
20260313;201;1;2.02;3;1;Hare;4
20260313;202;3;10.67;3;1;Lichen;4
20260313;203;3;1.59;1;1;Acorns;4
20260313;204;1;4.81;5;1;Chamois Kid;4
20260313;205;2;1.26;1;0;Beetle;4
20260313;206;3;0.63;1;0;Dandelion;4
20260313;207;3;6.59;4;1;Herbs;4
20260313;208;4;0.9;3;0;Fish;4
20260313;209;2;10.28;2;1;Roots;4
20260314;201;1;0.6;5;1;Rabbit;1
20260314;202;3;21.56;0;0;Bark;1
20260314;203;3;4.53;3;0;Mushroom;1
20260314;204;1;4.91;2;1;Chamois Kid;1
20260314;205;2;1.2;0;1;Beetle;1
20260314;206;3;0.17;1;1;Seeds;1
20260314;207;3;3.96;4;1;Alpine Grass;1
20260314;208;4;0.18;2;1;Ptarmigan;1
20260314;209;2;12.33;1;1;Fish;1
20260315;201;1;1.72;3;0;Mouse;7
20260315;202;3;18.01;5;0;Moss;7
20260315;203;3;7.21;5;0;Acorns;7
20260315;204;1;2.86;3;1;Grouse;7
20260315;205;2;0.72;5;1;Rabbit;7
20260315;206;3;1.37;2;0;Seeds;7
20260315;207;3;11.41;4;0;Alpine Grass;7
20260315;208;4;0.73;3;1;Fish;7
20260315;209;2;9.63;4;1;Honey;7
20260316;201;1;0.54;2;0;Mouse;6
20260316;202;3;23.36;1;1;Clover;6
20260316;203;3;4.13;3;1;Clover;6
20260316;204;1;3.48;0;0;Hare;6
20260316;205;2;1.6;4;0;Beetle;6
20260316;206;3;0.69;1;1;Roots;6
20260316;207;3;3.1;0;0;Alpine Grass;6
20260316;208;4;0.33;3;1;Grouse;6
20260316;209;2;28.42;1;0;Honey;6
20260317;201;1;0.5;5;0;Mouse;6
20260317;202;3;12.43;3;0;Clover;6
20260317;203;3;7.57;0;1;Berries;6
20260317;204;1;2.41;2;1;Marmot;6
20260317;205;2;0.3;0;1;Rabbit;6
20260317;206;3;0.7;2;1;Roots;6
20260317;207;3;8.29;0;1;Herbs;6
20260317;208;4;0.13;1;0;Fish;6
20260317;209;2;21.18;0;1;Roots;6
20260318;201;1;2.49;0;1;Grouse;10
20260318;202;3;17.56;0;0;Moss;10
20260318;203;3;5.91;5;0;Acorns;10
20260318;204;1;4.98;5;0;Chamois Kid;10
20260318;205;2;0.43;0;1;Earthworm;10
20260318;206;3;0.48;4;0;Seeds;10
20260318;207;3;4.91;1;1;Moss;10
20260318;208;4;0.82;5;0;Grouse;10
20260318;209;2;9.64;5;0;Berries;10
20260319;201;1;1.7;4;0;Grouse;10
20260319;202;3;12.25;5;0;Bark;10
20260319;203;3;2.19;0;1;Clover;10
20260319;204;1;2.69;3;1;Grouse;10
20260319;205;2;1.32;3;0;Berries;10
20260319;206;3;0.33;3;1;Clover;10
20260319;207;3;5.08;4;1;Lichen;10
20260319;208;4;0.44;3;0;Fish;10
20260319;209;2;8.36;2;1;Fish;10
20260320;201;1;1;5;1;Mouse;5
20260320;202;3;21.54;0;0;Clover;5
20260320;203;3;5.82;2;0;Berries;5
20260320;204;1;3.95;3;0;Grouse;5
20260320;205;2;0.85;4;0;Rabbit;5
20260320;206;3;1.4;3;1;Alpine Grass;5
20260320;207;3;8.1;2;1;Herbs;5
20260320;208;4;0.58;5;0;Marmot;5
20260320;209;2;18.66;3;0;Roots;5
20260321;201;1;1.36;2;1;Vole;3
20260321;202;3;5.57;3;1;Lichen;3
20260321;203;3;2.12;3;0;Mushroom;3
20260321;204;1;4.79;4;1;Hare;3
20260321;205;2;1.86;2;1;Beetle;3
20260321;206;3;1.25;3;1;Dandelion;3
20260321;207;3;6;4;1;Clover;3
20260321;208;4;0.37;5;0;Hare;3
20260321;209;2;16.25;3;1;Honey;3
20260322;201;1;0.79;5;0;Vole;6
20260322;202;3;16.53;2;1;Lichen;6
20260322;203;3;7.33;3;0;Berries;6
20260322;204;1;3.21;3;0;Hare;6
20260322;205;2;0.88;2;1;Acorns;6
20260322;206;3;1.38;5;0;Roots;6
20260322;207;3;3.56;1;0;Lichen;6
20260322;208;4;0.8;3;1;Fish;6
20260322;209;2;7.81;5;1;Honey;6
20260323;201;1;0.84;1;0;Hare;7
20260323;202;3;7.26;2;0;Lichen;7
20260323;203;3;7.71;4;0;Clover;7
20260323;204;1;3.69;0;0;Roe Deer Fawn;7
20260323;205;2;1.18;3;1;Berries;7
20260323;206;3;0.32;0;1;Clover;7
20260323;207;3;5.78;4;1;Clover;7
20260323;208;4;0.38;1;1;Fish;7
20260323;209;2;17.84;5;0;Fish;7
20260324;201;1;1;4;1;Grouse;7
20260324;202;3;12.75;0;1;Bark;7
20260324;203;3;4.13;0;1;Grass;7
20260324;204;1;4.38;3;1;Chamois Kid;7
20260324;205;2;1.81;3;0;Acorns;7
20260324;206;3;1.34;1;1;Alpine Grass;7
20260324;207;3;11.99;1;1;Alpine Grass;7
20260324;208;4;0.43;3;1;Fish;7
20260324;209;2;27.67;2;0;Roots;7
20260325;201;1;1.83;4;1;Grouse;10
20260325;202;3;13.2;5;1;Bark;10
20260325;203;3;7.97;2;1;Grass;10
20260325;204;1;3.39;3;1;Grouse;10
20260325;205;2;0.83;4;0;Beetle;10
20260325;206;3;0.6;5;0;Dandelion;10
20260325;207;3;5.61;3;1;Clover;10
20260325;208;4;0.57;1;1;Hare;10
20260325;209;2;19.87;2;0;Roots;10
20260326;201;1;2.39;2;1;Hare;3
20260326;202;3;7.85;0;1;Bark;3
20260326;203;3;7.72;4;1;Berries;3
20260326;204;1;4.98;3;1;Chamois Kid;3
20260326;205;2;0.89;3;1;Rabbit;3
20260326;206;3;0.78;3;1;Alpine Grass;3
20260326;207;3;5.49;2;1;Alpine Grass;3
20260326;208;4;0.46;3;0;Ptarmigan;3
20260326;209;2;20.3;4;1;Fish;3
20260327;201;1;1.62;1;1;Rabbit;7
20260327;202;3;15.81;1;1;Bark;7
20260327;203;3;7.54;3;1;Mushroom;7
20260327;204;1;1.49;1;1;Hare;7
20260327;205;2;0.55;4;0;Rabbit;7
20260327;206;3;0.58;3;1;Clover;7
20260327;207;3;9.35;3;0;Lichen;7
20260327;208;4;0.57;4;0;Marmot;7
20260327;209;2;13.75;3;1;Fish;7
20260328;201;1;0.47;5;0;Vole;8
20260328;202;3;8.04;2;1;Bark;8
20260328;203;3;2.82;1;1;Berries;8
20260328;204;1;4.71;2;1;Roe Deer Fawn;8
20260328;205;2;1.47;1;0;Rabbit;8
20260328;206;3;1.01;4;0;Roots;8
20260328;207;3;4.82;2;0;Clover;8
20260328;208;4;0.65;2;1;Ptarmigan;8
20260328;209;2;14.59;4;0;Roe Deer Fawn;8
20260329;201;1;1.26;1;0;Grouse;1
20260329;202;3;13.69;3;0;Bark;1
20260329;203;3;2.1;3;1;Grass;1
20260329;204;1;1.3;3;1;Marmot;1
20260329;205;2;1.85;0;0;Acorns;1
20260329;206;3;0.54;5;1;Clover;1
20260329;207;3;8.91;1;1;Moss;1
20260329;208;4;0.98;0;0;Hare;1
20260329;209;2;7.9;0;0;Berries;1
20260330;201;1;1.64;1;0;Hare;10
20260330;202;3;5.83;0;1;Moss;10
20260330;203;3;7.01;3;1;Clover;10
20260330;204;1;3.87;2;1;Grouse;10
20260330;205;2;1.8;4;1;Rabbit;10
20260330;206;3;1.46;1;0;Seeds;10
20260330;207;3;7.31;5;0;Lichen;10
20260330;208;4;0.17;1;0;Hare;10
20260330;209;2;12.3;4;0;Roe Deer Fawn;10
20260331;201;1;0.64;1;1;Grouse;1
20260331;202;3;13.72;4;1;Bark;1
20260331;203;3;5.51;1;1;Berries;1
20260331;204;1;2.91;1;1;Marmot;1
20260331;205;2;1.35;5;1;Earthworm;1
20260331;206;3;0.83;1;0;Alpine Grass;1
20260331;207;3;6.15;4;1;Lichen;1
20260331;208;4;0.49;5;1;Marmot;1
20260331;209;2;25.79;4;1;Honey;1
20260401;201;1;1.28;3;1;Mouse;7
20260401;202;3;21.59;5;1;Lichen;7
20260401;203;3;7.81;3;0;Acorns;7
20260401;204;1;3.44;3;1;Grouse;7
20260401;205;2;1.62;2;1;Earthworm;7
20260401;206;3;1.15;3;1;Clover;7
20260401;207;3;5.1;2;1;Clover;7
20260401;208;4;0.5;3;1;Ptarmigan;7
20260401;209;2;28.5;0;0;Honey;7
20260402;201;1;1.83;4;1;Mouse;1
20260402;202;3;18.28;2;0;Lichen;1
20260402;203;3;7.29;4;0;Clover;1
20260402;204;1;1.98;0;0;Grouse;1
20260402;205;2;0.61;5;1;Berries;1
20260402;206;3;0.35;0;0;Alpine Grass;1
20260402;207;3;6.29;5;0;Herbs;1
20260402;208;4;0.58;4;1;Ptarmigan;1
20260402;209;2;16.72;5;0;Roe Deer Fawn;1
20260403;201;1;2.14;0;0;Hare;5
20260403;202;3;18.17;2;1;Lichen;5
20260403;203;3;3.44;1;1;Grass;5
20260403;204;1;3.47;4;0;Chamois Kid;5
20260403;205;2;1.29;4;1;Beetle;5
20260403;206;3;0.56;5;1;Alpine Grass;5
20260403;207;3;4.59;0;0;Clover;5
20260403;208;4;0.77;3;0;Fish;5
20260403;209;2;17.29;2;1;Roe Deer Fawn;5
20260404;201;1;0.63;3;1;Hare;6
20260404;202;3;16.04;0;1;Moss;6
20260404;203;3;5.06;5;1;Grass;6
20260404;204;1;1.32;5;0;Hare;6
20260404;205;2;1.02;0;1;Beetle;6
20260404;206;3;0.39;2;1;Alpine Grass;6
20260404;207;3;6.12;4;1;Herbs;6
20260404;208;4;0.68;5;0;Hare;6
20260404;209;2;14.47;4;1;Fish;6
20260405;201;1;1.84;4;1;Grouse;8
20260405;202;3;11.02;3;0;Clover;8
20260405;203;3;1.73;3;1;Grass;8
20260405;204;1;2.62;0;1;Hare;8
20260405;205;2;0.98;2;1;Acorns;8
20260405;206;3;1.02;1;1;Clover;8
20260405;207;3;11.16;0;1;Moss;8
20260405;208;4;0.71;5;0;Ptarmigan;8
20260405;209;2;24.15;4;1;Fish;8
20260406;201;1;1.33;5;1;Rabbit;10
20260406;202;3;23.74;1;0;Alpine Grass;10
20260406;203;3;5.36;1;1;Mushroom;10
20260406;204;1;4.02;5;1;Marmot;10
20260406;205;2;0.96;0;1;Earthworm;10
20260406;206;3;0.92;0;0;Roots;10
20260406;207;3;6.22;3;0;Lichen;10
20260406;208;4;0.38;3;1;Hare;10
20260406;209;2;5.96;3;1;Honey;10
20260407;201;1;1.11;4;1;Rabbit;9
20260407;202;3;11.76;1;1;Bark;9
20260407;203;3;7.67;5;1;Mushroom;9
20260407;204;1;3.53;2;1;Chamois Kid;9
20260407;205;2;0.72;1;1;Berries;9
20260407;206;3;1.32;0;1;Alpine Grass;9
20260407;207;3;9.69;4;0;Moss;9
20260407;208;4;0.6;4;0;Fish;9
20260407;209;2;5.34;5;0;Fish;9
20260408;201;1;1.25;1;1;Mouse;4
20260408;202;3;7.87;2;1;Alpine Grass;4
20260408;203;3;5.4;4;0;Mushroom;4
20260408;204;1;4.67;4;0;Hare;4
20260408;205;2;1.53;5;0;Beetle;4
20260408;206;3;1.23;5;1;Clover;4
20260408;207;3;5.09;1;0;Herbs;4
20260408;208;4;0.98;4;1;Hare;4
20260408;209;2;13.8;5;1;Berries;4
20260409;201;1;1.13;4;1;Hare;8
20260409;202;3;5.72;0;0;Bark;8
20260409;203;3;6.38;3;0;Acorns;8
20260409;204;1;2.89;1;1;Grouse;8
20260409;205;2;0.28;3;1;Berries;8
20260409;206;3;0.78;0;1;Clover;8
20260409;207;3;10.22;1;1;Herbs;8
20260409;208;4;0.88;3;1;Fish;8
20260409;209;2;11.66;4;1;Fish;8
20260410;201;1;1.49;4;1;Hare;5
20260410;202;3;10.63;2;1;Alpine Grass;5
20260410;203;3;1.85;3;1;Acorns;5
20260410;204;1;2.78;1;1;Chamois Kid;5
20260410;205;2;1.04;1;0;Acorns;5
20260410;206;3;0.84;5;1;Clover;5
20260410;207;3;3.49;0;0;Moss;5
20260410;208;4;0.21;2;1;Fish;5
20260410;209;2;22.12;2;1;Roe Deer Fawn;5
20260411;201;1;2.46;1;1;Mouse;9
20260411;202;3;6.14;4;1;Clover;9
20260411;203;3;2.72;2;0;Berries;9
20260411;204;1;3.47;4;1;Roe Deer Fawn;9
20260411;205;2;0.94;5;1;Acorns;9
20260411;206;3;0.64;3;0;Clover;9
20260411;207;3;11.29;0;1;Herbs;9
20260411;208;4;0.65;0;0;Fish;9
20260411;209;2;19.85;2;1;Berries;9
20260412;201;1;1.59;2;0;Mouse;7
20260412;202;3;5.6;5;1;Bark;7
20260412;203;3;2.55;3;1;Clover;7
20260412;204;1;4.27;1;1;Grouse;7
20260412;205;2;1.82;2;1;Acorns;7
20260412;206;3;0.59;2;0;Alpine Grass;7
20260412;207;3;10.7;4;0;Clover;7
20260412;208;4;0.48;5;0;Hare;7
20260412;209;2;16.29;2;1;Honey;7
20260413;201;1;1.85;2;1;Rabbit;4
20260413;202;3;10.45;4;1;Bark;4
20260413;203;3;5.44;4;1;Berries;4
20260413;204;1;4.43;4;1;Roe Deer Fawn;4
20260413;205;2;0.31;1;0;Rabbit;4
20260413;206;3;0.15;2;0;Seeds;4
20260413;207;3;5.57;3;0;Clover;4
20260413;208;4;0.44;4;1;Ptarmigan;4
20260413;209;2;5.45;3;0;Berries;4
20260414;201;1;1.27;0;1;Rabbit;8
20260414;202;3;11.65;1;1;Clover;8
20260414;203;3;6.62;3;0;Grass;8
20260414;204;1;1.97;2;0;Hare;8
20260414;205;2;1.98;1;1;Earthworm;8
20260414;206;3;1.41;1;1;Dandelion;8
20260414;207;3;5.23;2;1;Lichen;8
20260414;208;4;0.42;3;0;Ptarmigan;8
20260414;209;2;24.94;2;1;Fish;8
20260415;201;1;2.49;4;0;Rabbit;7
20260415;202;3;14.68;2;1;Bark;7
20260415;203;3;1.62;0;1;Grass;7
20260415;204;1;4.52;0;0;Grouse;7
20260415;205;2;0.41;4;0;Beetle;7
20260415;206;3;0.15;1;1;Clover;7
20260415;207;3;7.46;5;0;Clover;7
20260415;208;4;0.77;2;1;Grouse;7
20260415;209;2;27.43;5;1;Honey;7
20260416;201;1;1.56;2;1;Hare;3
20260416;202;3;16.57;1;0;Lichen;3
20260416;203;3;2.4;2;1;Mushroom;3
20260416;204;1;3.66;4;1;Hare;3
20260416;205;2;1.73;3;1;Acorns;3
20260416;206;3;1.09;5;1;Clover;3
20260416;207;3;9.06;1;1;Clover;3
20260416;208;4;0.62;2;1;Marmot;3
20260416;209;2;23.3;3;1;Fish;3
20260417;201;1;1.77;2;1;Rabbit;4
20260417;202;3;22.77;2;1;Moss;4
20260417;203;3;4.13;0;1;Grass;4
20260417;204;1;2.31;0;0;Chamois Kid;4
20260417;205;2;1.52;3;1;Acorns;4
20260417;206;3;0.8;0;1;Seeds;4
20260417;207;3;3.73;5;1;Lichen;4
20260417;208;4;0.55;1;0;Marmot;4
20260417;209;2;12.35;0;0;Berries;4
20260418;201;1;1.07;4;1;Vole;8
20260418;202;3;16.67;1;0;Moss;8
20260418;203;3;1.5;1;0;Acorns;8
20260418;204;1;4.29;5;0;Grouse;8
20260418;205;2;0.95;5;1;Earthworm;8
20260418;206;3;0.52;2;1;Dandelion;8
20260418;207;3;11.46;1;0;Herbs;8
20260418;208;4;0.7;5;0;Fish;8
20260418;209;2;7.24;2;1;Roots;8
20260419;201;1;2.01;5;1;Mouse;1
20260419;202;3;24.04;0;1;Lichen;1
20260419;203;3;6.69;4;0;Clover;1
20260419;204;1;1.86;5;0;Hare;1
20260419;205;2;0.35;2;1;Acorns;1
20260419;206;3;0.1;1;1;Alpine Grass;1
20260419;207;3;4.3;0;0;Herbs;1
20260419;208;4;0.51;3;1;Grouse;1
20260419;209;2;12.63;5;1;Roe Deer Fawn;1
20260420;201;1;2.24;2;0;Mouse;9
20260420;202;3;7.7;0;1;Alpine Grass;9
20260420;203;3;7.66;2;0;Clover;9
20260420;204;1;2.27;0;1;Hare;9
20260420;205;2;1.77;0;1;Rabbit;9
20260420;206;3;1.09;0;1;Alpine Grass;9
20260420;207;3;9.29;5;0;Clover;9
20260420;208;4;0.62;4;0;Hare;9
20260420;209;2;9.18;4;0;Berries;9
20260421;201;1;1.54;5;0;Grouse;6
20260421;202;3;5.68;1;1;Bark;6
20260421;203;3;6.99;0;1;Berries;6
20260421;204;1;1.62;2;1;Roe Deer Fawn;6
20260421;205;2;1.03;0;1;Rabbit;6
20260421;206;3;0.51;3;0;Roots;6
20260421;207;3;5.1;2;0;Alpine Grass;6
20260421;208;4;0.87;5;1;Fish;6
20260421;209;2;24.39;5;0;Berries;6
20260422;201;1;1.71;4;1;Mouse;6
20260422;202;3;7.32;5;1;Lichen;6
20260422;203;3;6.71;2;0;Berries;6
20260422;204;1;1.81;4;1;Chamois Kid;6
20260422;205;2;1.43;1;1;Berries;6
20260422;206;3;0.2;3;1;Roots;6
20260422;207;3;7.47;0;1;Lichen;6
20260422;208;4;0.82;4;0;Marmot;6
20260422;209;2;21.86;2;1;Honey;6
20260423;201;1;0.74;1;1;Mouse;10
20260423;202;3;12.73;2;0;Bark;10
20260423;203;3;5.6;3;0;Clover;10
20260423;204;1;2.68;0;1;Chamois Kid;10
20260423;205;2;1;2;1;Earthworm;10
20260423;206;3;1.33;4;0;Roots;10
20260423;207;3;6.16;4;0;Alpine Grass;10
20260423;208;4;0.28;4;1;Fish;10
20260423;209;2;5.79;2;1;Berries;10
20260424;201;1;1.26;4;0;Rabbit;3
20260424;202;3;7.09;5;1;Moss;3
20260424;203;3;3.97;2;1;Acorns;3
20260424;204;1;4.1;1;1;Grouse;3
20260424;205;2;0.93;0;1;Earthworm;3
20260424;206;3;1.18;5;1;Clover;3
20260424;207;3;10.88;4;1;Herbs;3
20260424;208;4;0.43;0;1;Grouse;3
20260424;209;2;16.32;0;0;Roe Deer Fawn;3
20260425;201;1;1.41;4;1;Hare;8
20260425;202;3;11.78;5;1;Lichen;8
20260425;203;3;4.3;2;1;Acorns;8
20260425;204;1;1.21;3;1;Roe Deer Fawn;8
20260425;205;2;1.97;2;1;Earthworm;8
